id,text,aspect,polarity
2263,we went around 9:30 on a friday and it had died down a bit by then so the service was great !,service,positive
1623,the wine list is excellent .,food,positive
1192,"they sell special sushi , everything have a topping , sauce and etc .",food,positive
2448,i had the pad thai and the noodles were sticky .,food,negative
3129,the hostess is rude to the point of being offensive .,service,negative
1097,i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,anecdotes/miscellaneous,positive
619,"my husband and i thought it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .",anecdotes/miscellaneous,positive
2692,"the staff was very attentive , the ambience lovely , and the food superb .",ambience,positive
825,"pricey , but worth a try , at least once .",anecdotes/miscellaneous,positive
1153,would never go back there .,anecdotes/miscellaneous,negative
2830,"when i 'm feeling stressed by the noise and congestion around my office , i head for cafe st. bart 's .",anecdotes/miscellaneous,neutral
87,"having hunted around for a quiet , romantic , yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot .",anecdotes/miscellaneous,neutral
181,"the food here is rather good , but only if you like to wait for it .",food,positive
1910,"the food is expensive , but worth every bite .",price,negative
868,we have been to montparnasse many times and return often for good reason .,anecdotes/miscellaneous,positive
16,"night without a reservation , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .",service,positive
1830,"even after getting pushed out by the no class famous ray 's , sal has risen again to carry on his father 's uncle 's legacies with a smile , true love for his community , and let 's not forget the outstanding pizza !",food,positive
2367,"skip this restaurant , it 's a big disappointment .",anecdotes/miscellaneous,negative
1355,"drinks got screwed up , she acted put upon .",service,negative
1700,finally a reliable chinese restaurant !,anecdotes/miscellaneous,positive
1667,i 've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food .,anecdotes/miscellaneous,neutral
2005,everything about this restaurant was special .,anecdotes/miscellaneous,positive
1580,the staff was the friendliest that have seen in new york .,service,positive
2211,and the tom kha soup was pathetic .,food,negative
706,"just remember , the later you go , the longer you may have to wait .",anecdotes/miscellaneous,neutral
2967,"good french restaurant in an area devoid of decent restaurants unless you 're into eating 4 pound pastrami sandwiches at katz ' deli , or mexican food which is supplied by capable restaurants .",anecdotes/miscellaneous,positive
1250,i ordered the chu chu curry and my friend ordered the pad thai chicken .,food,neutral
381,everything at sala thai is tasty and well portioned .,food,positive
3188,went there for an office lunch .,anecdotes/miscellaneous,neutral
2109,"the sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acoustics are horrid , everything echoes is extremely loud ) .",service,negative
1839,food is great and inexpensive .,price,positive
3587,"my wife and i have been going to nyc for years and would n't miss roxy , s food is expensive but it 's new york !",anecdotes/miscellaneous,neutral
1718,"great food , great decor , great service .",ambience,positive
776,the food was great .,food,positive
3092,try the tandoori salmon !,food,positive
1844,"everything looks great , the drinks , the decor , the food , even the people .",ambience,positive
3507,"his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",service,positive
1972,i could have drank 4 glasses of water and still been parched - so watch out .,food,negative
1509,"still stay away , the table next to us walked out after my table and another were serves eventhough they were there much longer ...",service,negative
2149,good food .,food,positive
2113,first it took us a long time to find the place .,anecdotes/miscellaneous,negative
3016,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it , but they were not !",food,negative
116,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",food,positive
3535,"the decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .",price,positive
3199,too large for just two people but nothing was left .,food,positive
2922,prices too high for this cramped and unappealing restaurant .,ambience,negative
1860,we thought this a prelude to what the evening will be like .,anecdotes/miscellaneous,neutral
1662,$ 20 for all you can eat sushi can not be beaten .,price,positive
3140,the dim sum is delectable while the prices are quite easy on the wallet .,food,positive
2034,"for being number 1 , this place has alot of work to do in order to truly earn its so called reputation .",anecdotes/miscellaneous,negative
190,i would not recommend this place to anyone .,anecdotes/miscellaneous,negative
536,"be sure to try the seasonal , and always delicious , specials .",food,positive
1551,"since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .",ambience,negative
2957,"the waiters are sweet , the food is tasty and the bill is never too large .",food,positive
128,"if you want some roast duck , pork or chicken on rice with ginger , try them out !",food,positive
1691,good food .,food,positive
2229,it 's convenient .,anecdotes/miscellaneous,positive
701,planet thai is great !,anecdotes/miscellaneous,positive
867,i loved it and would go again .,anecdotes/miscellaneous,positive
1571,it is very overpriced and not very tasty .,food,negative
2442,i have taken practically every guest that has come to visit me in ny and hooked a few new yorkers onto peep as well .,anecdotes/miscellaneous,positive
967,"no food snobs allowed , this place is for people who appreciate good food .",anecdotes/miscellaneous,neutral
3251,"then , if they answer the phone , you 're lucky if they do n't hang up on you !",service,negative
3539,"similar to other indian restaurants , they use the dinner special to attract customers at the door .",anecdotes/miscellaneous,neutral
2108,this one is definitely my least favorite .,anecdotes/miscellaneous,negative
297,and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water .,food,negative
541,"i plan to come here again and look forward to trying their assortment of bruschetta , panini 's ... ..",anecdotes/miscellaneous,positive
1767,fish is so very fresh .,food,positive
2895,i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar .,anecdotes/miscellaneous,positive
1747,wait staff is blatantly unappreciative of your business but its the best pie on the uws !,food,positive
1884,"the menu was impressive with selections ranging from a burger , to steak , to escargot .",food,positive
1156,jimmy 's is hands down the hottest night spot in the bronx .,ambience,positive
1951,"even though the restaurant was packed , we were seated promptly and even asked for a table upstairs with no problems .",service,positive
3482,i had been a regular due to the consistently good food and ease of getting a table .,anecdotes/miscellaneous,positive
598,"the atmosphere is unheralded , the service impeccable , and the food magnificent .",food,positive
3392,i recommend the thai popcorn : ),food,positive
1991,"the production is a symphony , alot of fun to experiences food sublime for the most part .",food,positive
2902,"still , try it once , since if you end up loving the food , it could be one of your best dining experiences .",anecdotes/miscellaneous,positive
2191,faan 's got a great concept but a little rough on the delivery .,anecdotes/miscellaneous,positive
1883,we were pleasantly greeted .,service,positive
175,"the decor is vibrant and eye pleasing with several semi-private both on the right side of the dining hall , which are great for a date .",ambience,positive
2536,despite the tasteful previous review ...,anecdotes/miscellaneous,neutral
2065,i definitely will go back .,anecdotes/miscellaneous,positive
2696,"we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food .",food,positive
3418,"meat dishes now adorn the selections , although there 's still a large number of vegetarian friendly choices .",food,neutral
426,"toons has recently been redone , so it 's now a very attractive space .",ambience,positive
3156,"do n't expect to sit down inside though , there are only a few tables and they are always full .",ambience,negative
2520,this place is amazingly bad .,anecdotes/miscellaneous,negative
1533,"however , they 've got the most amazing pastrami and the soups hit the spot .",food,positive
2363,fish was overdone .,food,negative
977,there are other vietnamese restaurants in the chinatown area and you can forget about those .,anecdotes/miscellaneous,neutral
1958,"now at the top of our list , del frisco 's steakhouse .",anecdotes/miscellaneous,positive
2535,a one women show !,anecdotes/miscellaneous,neutral
2823,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",ambience,positive
3171,the big complaint : no toasting available .,food,negative
2289,the service is good and the restaurant is clean .,ambience,positive
2977,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",food,positive
249,i live on the street this place is on .,anecdotes/miscellaneous,neutral
2663,it is so easy to get a reservation at a top place in nyc with a week 's notice .,anecdotes/miscellaneous,positive
178,the waitress was very patient with us and the food is phenomenal !,food,positive
1341,service was very friendly .,service,positive
2450,we had the pot stickers which were great and a tempura dish that was great .,food,positive
712,"the service is always bad though , do n't expect much of anything from your server , and i would not recommend bringing a date here either .",service,negative
2387,several of the dim sum orders had about 6-8 pieces .,food,neutral
2645,"but their best dish is the thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .",price,positive
2254,"good crowd , good outdoor seating , with a hip japanese vibe .",ambience,positive
965,"once you become a regular , you are treated as one .",service,positive
3412,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,ambience,positive
715,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,food,negative
731,"try the mediterranean salad , it is a true experience for your taste buds ! !",food,positive
2199,the best pad thai i 've ever had .,food,positive
2807,this place is the most japanese it can ever get .,ambience,positive
2653,the menu prices are a bit expensive for what you get in quality and portion size .,food,negative
238,the food is so cheap and the waiters are nice .,service,positive
3208,do n't leave without trying one night in tokyo .,anecdotes/miscellaneous,positive
3044,"i 've had the chicken with garlic sauce , chicken with black bean sauce , and hunan chicken .",food,neutral
789,the menu is nothing like the one on the website .,food,negative
936,they never came back to refill our glasses again .,service,negative
2287,best drumsticks over rice and sour spicy soup in town !,food,positive
3264,"i had the black cod with yuzu sauce , which was wonderful .",food,positive
2491,"aside from the rushed service , we were very impressed with the food and the drinks .",service,negative
2437,amazing !,anecdotes/miscellaneous,positive
3460,"the freshest , best variety , and the fastest delivery .",food,positive
2245,"i was in love with posturing on 48th , but compared to suan it is slow in service and overpriced .",anecdotes/miscellaneous,positive
3434,"oh , and the complimentary pudding dessert was just enough yummy !",food,positive
38,"the man that was hosting promised to save a table for our party of 7 , then sat a party of 2 at the very table he was saving ( mean while there were both open all around ) .",service,negative
1985,"even with a relatively inexpensive bole of wine , if you can call $ 70.00 inexpensive , the cost is through the roof for better than average fare .",price,negative
702,"we love the food , drinks , and atmosphere !",ambience,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",food,positive
1894,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,ambience,positive
687,i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,positive
2819,"when i called this morning , i did n't think i would be able to get in at 12 , but i was able to get in , along with four other guests .",anecdotes/miscellaneous,neutral
485,"if you are a vegetarian , this really is n't a good place to go .",anecdotes/miscellaneous,negative
3472,both times we waited well over a half hour for a table ( even though we had reservations ) .,service,negative
739,"the food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .",service,negative
1024,"if you 're looking for a place to sit down , have a drink and conversations with friends , go to sweet n tart and order yourself a hong-kong styled milk and tea with tapioca pearls ( hot ) .",ambience,positive
2723,"go there on an empty stomach and leave feeling like a baby veal calf ( ok bad joke ) , but you will see .",anecdotes/miscellaneous,positive
3681,"the food was very good , a great deal , and the place its self was great .",ambience,positive
3303,i had lobster bisque it has 2 oz . of maine lobster in it .,food,positive
3699,"lunch came with nickels and slaw , no extra charge .",price,positive
2911,"great food , good size menu , great service and an unpretentious setting .",service,positive
1663,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,service,negative
2092,not worth it .,anecdotes/miscellaneous,negative
379,acceptable prices .,price,positive
1200,"if the omakase is to showcase technique and variety , serving almost 40 % of items bbl ed and a spicy tuna roll wrapped with not so fresh nori seems to be a rather limp performance .",food,negative
883,"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .",food,negative
1196,the service is awful -- the last time i was there ( and i do mean the last time ) we were told that they needed our table so we would have to leave .,service,negative
1098,i have been to roth 's twice and both times were very disappointing .,anecdotes/miscellaneous,negative
1228,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,service,negative
2828,i just do not understand what the fuss is all about .,anecdotes/miscellaneous,negative
1933,threw my fiance 's surprise 30th birthday dinner here could n't be happier .,anecdotes/miscellaneous,positive
2385,i 've been coming here as a child and always come back for the taste .,food,positive
75,highly recommended ! ! ! ! !,anecdotes/miscellaneous,positive
3589,get over it !,anecdotes/miscellaneous,neutral
1400,i love this place !,anecdotes/miscellaneous,positive
876,"when we left at 8:00 pm , it was packed and noisy .",anecdotes/miscellaneous,neutral
981,"nha trang , while being notorious for utter lack of comfort and decor , horribly slow wait staff and horribly quick meals , is one of the best vietnamese restaurants i 've ever been to . the pho is delicious and comes with very fresh vegetables .",food,positive
355,brava la pizza fresca !,anecdotes/miscellaneous,positive
2187,the drinks are always well made and wine selection is fairly priced .,price,positive
601,we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food .,anecdotes/miscellaneous,positive
3426,i recommend getting a reservation even though we saw people seated without one .,anecdotes/miscellaneous,neutral
1822,all of the pizzas are terrific and the price is even better !,price,positive
2521,"the environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",service,negative
1158,"good food at the restaurant ( a bit expensive , but great if you want to impress your date ) .",food,positive
1023,they 've the best desserts and mixed drinks as well as snack foods .,food,positive
871,"if you go for the ore theater menu , it 's an even greater deal .",price,positive
2415,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",ambience,positive
260,the filet mignon dish was superb !,food,positive
1323,the music is the best among all the indian restaurants i have visited .,ambience,positive
2808,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",service,positive
2063,we decided to eat in tea room which was small and cute .,ambience,positive
2888,it 's very spicy but not offensive .,food,neutral
3374,i 'm amazed we have n't been kicked out of this place yet .,anecdotes/miscellaneous,neutral
3544,the ambience is very romantic and definitely a good place to bring a date .,ambience,positive
854,got a little loud after 8pm when the joint got full .,ambience,negative
3190,there is a lot of variety even for people who eat vegetarian like me .,food,positive
2230,what i did n't like was how the food came right after it was ordered .,food,negative
2114,"we were tired and cold when we got to the restaurant , then we sat down to begin ordering appetizers .",anecdotes/miscellaneous,neutral
2701,"service here was great , food was fantastic .",service,positive
1099,once for dinner and once for brunch .,anecdotes/miscellaneous,neutral
3155,they are often crowded on the weekends but they are efficient and accurate with their service .,ambience,negative
1117,"to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate .",food,positive
928,i care more about the food and ambience .,ambience,neutral
39,when we were finally seated our waitress came by twice 1 for our order and 2 for our check .,anecdotes/miscellaneous,negative
2123,"while it 's not nobu , it sure is a great deal and you definitely will leave feeling satisfied and full .",price,positive
556,"i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",food,positive
1731,you should pass on the calamari .,food,negative
2929,no plans to return anytime soon .,anecdotes/miscellaneous,negative
2987,"the food was delicious , the atmosphere was relaxed , and we have now adopted plate 347 as our secret on second !",ambience,positive
2184,their sake martini is wonderful .,food,positive
881,we were less than impressed .,anecdotes/miscellaneous,negative
71,the pizza and wine were excellent the service too -- but what really made this place was the backyard dining area .,ambience,positive
812,the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour ) .,food,positive
932,it took them 25 minutes to bring our appetizer .,service,negative
2767,"whether it 's the Parmesan porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",food,positive
1670,"yes , there might be a wait if you have no reservations .",service,negative
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",ambience,negative
369,"we laughed when he finally offered us a dessert menu and we left a 10 percent tip , which was generous , i feel .",service,negative
3580,"i would recommend roxy 's for that , but not for their food .",food,negative
1015,a cool place to hang with your friends for a couple of healthy drinks and desserts .,ambience,positive
1056,the appetizing is excellent - just as good as bazaars barney greengrass at a reasonable price ( if bought by the pound ) .,price,positive
1825,rosario 's is without a doubt one of the greatest pizzerias in existence .,anecdotes/miscellaneous,positive
1058,never fails to please .,anecdotes/miscellaneous,positive
3534,"all the money went into the interior decoration , none of it went to the chefs .",ambience,positive
1162,"good atmosphere , combination of all the hottest music dress code is relatively strict except on fridays .",ambience,positive
2584,it has been my first choice ever since i discovered it .,anecdotes/miscellaneous,positive
1686,"considering their price of $ 6.25 for lunch special , the dish was ridiculously small .",price,negative
43,always full with tourists ( especially because of it 's close proximity to rockefeller center ) .,ambience,neutral
1370,i 'm still mad that i had to pay for lousy food .,food,negative
728,"with the great variety on the menu , i eat here often and never get bored .",food,positive
3637,"we parked on the block of nina 's the place looked nice , with people obviously enjoying their pizzas .",food,positive
1005,one of my favorite places in manhattan .,anecdotes/miscellaneous,positive
1319,"the most annoying thing , though , is the fact that the servers seem to be trained to drive revenue .",service,negative
1053,none of that yucky whipped stuff .,food,positive
199,"aside from the bearded , corduroy blazer professor type with the nyu student he 's sleeping with that week , you see a strange mix of hipsters , frat boys , will smith types who need to be told they are black , bitter cougars who cant understand why they arent married yet ... .",ambience,neutral
1814,hmmm .,anecdotes/miscellaneous,neutral
866,the staff there is very attentive and down to earth .,service,positive
2298,"the crust is thin , the ingredients are fresh and the staff is friendly .",food,positive
2088,decor leaves something to be desired .,ambience,negative
1518,"this is the best secret place in midtown ' , i heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last tuesday .",food,positive
1906,my husband and i enjoyed each of the 6 taste size portions and left completely full .,food,positive
3505,"when he 's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",food,positive
1021,i usually go there later at night when i get off work so i do n't have to deal with crowds or lines .,anecdotes/miscellaneous,neutral
1756,the price very reasonable .,price,positive
1576,this place must have cost the owners fortune to build .,anecdotes/miscellaneous,negative
2879,"the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",service,positive
1995,"alain ducasse is the best of everything , i mean everything was excellent",anecdotes/miscellaneous,positive
2970,would definitely visit again .,anecdotes/miscellaneous,positive
1922,"granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .",service,positive
2271,"if you 're craving for haru 's great food , especially the house roll , but ca n't stand the wait building outside , head across the street to their sake bar !",food,positive
3696,"unlike other places in nyc where the sandwiches you want only come as a triple decker , here you can get what you want in a reasonably sized portion ( and price ) .",price,positive
1203,i came to this restaurant expecting to be surprised but left bored and overcharged .,price,negative
2297,"by far , the best pizza in manhattan .",food,positive
1061,service is fast and friendly .,service,positive
3510,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,service,negative
1482,"the plain slice is great and if you get toppings , the whole slice is topped with them , not sparsely sprinkled on like some places .",food,positive
1577,i think the stuff was better than disney .,service,positive
2803,"if you like Saragossa but you feel it 's too much , you 'd better try Yokohama .",anecdotes/miscellaneous,neutral
3056,"however , go for the ambience , and consider the food just a companion for a trip across the world !",food,negative
903,"when i arrived at orsay i was thrown back , in a veer good sense .",anecdotes/miscellaneous,positive
1640,and you 're hungry a few hours later .,food,neutral
2717,i have never been disappointed in the red eye .,anecdotes/miscellaneous,positive
3187,a definitely must visit .,anecdotes/miscellaneous,positive
2708,"the food is fresh , delicious , and reasonably priced .",food,positive
3317,food was good and the view of the new york city skyline was terrific even on a foggy rainy day like that of when i went .,ambience,positive
1783,arigato imagoes yuka !,anecdotes/miscellaneous,neutral
1404,they have authentic indian at amazin prices .,food,positive
1124,"our waitress was sweet and accomodating , not overbearing .",service,positive
3327,the food at this place is gourmet ' indian cuisine .,food,neutral
1181,"the place was n't too hard to find , but it was kind of packed , as soon as my boyfriend and i got our food , the line reached the door .",anecdotes/miscellaneous,neutral
3174,wo n't or ca n't is not in the service directory .,service,positive
2765,this quaint and romantic trattoria is at the top of my manhattan restaurant list .,anecdotes/miscellaneous,positive
2196,get the feeling they settled into a groove a while ago .,anecdotes/miscellaneous,neutral
2223,the food was spicy and delicious .,food,positive
553,"when we sat , we got great and fast service .",service,positive
1683,"the vibe is very relaxed and cozy , service was great and the food was excellent !",food,positive
3315,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,price,positive
855,but i 'd go back,anecdotes/miscellaneous,positive
3578,"for the people who want great food plus great service , roxy is a place to avoid !",food,negative
3225,i particularly love their yellow fun tuna and their mussel selection .,food,positive
869,the ambience is authentic and relaxing and we have always received attentive and prompt service .,service,positive
188,"over time , the food quality has decreased substantially , it is a lot less crowded than it used to , and the service must definitely be part of the reason .",food,negative
643,"to speak of the park side , words can not describe .",anecdotes/miscellaneous,neutral
1888,my boyfriend and i were in ny for a few days and pastis was a place that came recommended .,anecdotes/miscellaneous,neutral
3543,"food is average , and i would say even the chain restaurant baluchi 's tastes better .",food,negative
1612,have the iced tea .,food,positive
1386,"the food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic thai cuisine .",food,positive
1094,the food is amazing ! ! ! !,food,positive
2079,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",ambience,positive
303,"i have been here a few times for dinner , once for brunch and twice for lunch .",anecdotes/miscellaneous,neutral
448,"because of the delicate thin crust , take-out pies get soggy in their boxes .",food,negative
3180,"they do n't concern much of customer 's health , just want to make money .",anecdotes/miscellaneous,negative
3063,finally !,anecdotes/miscellaneous,positive
232,the place was quiet and delightful .,ambience,positive
3599,the pizza was delivered cold and the cheese was n't even fully melted !,food,negative
273,we had a party in their private room and they made it truly memorable and were very helpful in the planning .,service,positive
3504,eating at motto is like eating in chef salvatore esposito 's home .,anecdotes/miscellaneous,positive
387,it was pretty inexpensive too .,price,positive
2746,i 've never had bad service and the fish is fresh and delicious .,food,positive
2183,"i love their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .",food,positive
2831,"when you 're sitting in their main dining room ( which has a spectacular , hand-painted high ceiling ) you 'd never know there was a world outside .",ambience,positive
1380,definately check it out ! ! !,anecdotes/miscellaneous,positive
3632,"when you enter , you feel like you have entered your mom 's kitchen .",ambience,positive
2123,"while it 's not nobu , it sure is a great deal and you definitely will leave feeling satisfied and full .",food,positive
414,"average to good thai food , but terrible delivery .",service,negative
1254,the thai ice tea was amazingly smooth and yummy !,food,positive
3029,"this is my fourth try over a two year period , and i 'm done .",anecdotes/miscellaneous,negative
1732,it is thick and slightly soggy .,food,negative
196,"the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",ambience,negative
1051,warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,anecdotes/miscellaneous,positive
981,"nha trang , while being notorious for utter lack of comfort and decor , horribly slow wait staff and horribly quick meals , is one of the best vietnamese restaurants i 've ever been to . the pho is delicious and comes with very fresh vegetables .",service,negative
1542,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,food,negative
2668,the waiter actually poured water on my hand and walked away .,service,negative
335,"the best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .",service,positive
872,i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine .,anecdotes/miscellaneous,positive
520,did i mention the wine ?,food,neutral
1387,try the pad se e or chicken with cashew nuts for a memorable and repeatable experience .,food,positive
3513,"the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint .",ambience,negative
1587,the best place to bring kids or any friends who want to do something different .,anecdotes/miscellaneous,positive
2330,"when family came in he gave them apps to test their pales , and then ordered for them .",service,neutral
2243,"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",price,positive
3049,the food was lousy - too sweet or too salty and the portions tiny .,food,negative
1059,"delicious bagels , especially when right out of the oven .",food,positive
2020,we ended the dinner with a surprisingly light and flaky apple tarte tatin .,food,positive
2268,my only problem is that you are literally sitting on top of the people next to you !,ambience,negative
3411,even my indian friend could n't believe how good and tasty everything was .,food,positive
2900,"the beverages were excellent , and the dessert was good .",food,positive
309,"friendly and informative staff , very attentive and prompt raw bar service .",service,positive
2250,suan has challenged this loyalty .,anecdotes/miscellaneous,neutral
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",ambience,positive
3506,"for years , i thought tuscan cuisine was the best , but salvatore converted me to the hearty neapolitan fare on my first visit .",food,positive
3281,we generally like good restaurants and eat out often but kai was way to expensive for what we got .,price,negative
596,"rao is a good restaurant , but it 's nothing special .",anecdotes/miscellaneous,neutral
