id,text,aspect,polarity
2657,"last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but ... ) .",anecdotes/miscellaneous,negative
2220,i was with a party of 7 ( close but not next the the front doors ) and we were eating with our coats on .,ambience,negative
1020,really depends on your luck !,anecdotes/miscellaneous,neutral
1050,"not only is the cuisine the best around , the service has always been attentive and charming .",service,positive
3321,the only problem is that the manager is a complete incompetent .,service,negative
945,"the cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .",ambience,positive
827,it was a very nice surprise .,anecdotes/miscellaneous,positive
3117,and the food was fantastic .,food,positive
2418,"the bread is the soft paratha bread ( unlike the plain bread they use in calcutta ) , and the stuffing is tandoori styled and very flavorful .",food,positive
533,"the large selection of bruschettas , paninis , intermezzi keep the palate from stagnating .",food,positive
1028,what generous portions !,food,positive
634,the prices were cheap compared to the quality of service and food .,food,positive
1449,do n't go there !,anecdotes/miscellaneous,negative
752,"i have been there many times , and food is good and consistent .",food,positive
1617,"two people in our party felt like something else , and volare immediately obliged with two great dishes that were not in their regular menu .",food,positive
870,"in addition , the food is very good and the prices are reasonable .",food,positive
2902,"still , try it once , since if you end up loving the food , it could be one of your best dining experiences .",anecdotes/miscellaneous,positive
3204,definitely a great spot for a nice occasion or date .,anecdotes/miscellaneous,positive
3508,"great wine list , reasonably priced . -- sara",price,positive
744,service was prompt and courteous .,service,positive
1156,jimmy 's is hands down the hottest night spot in the bronx .,ambience,positive
201,"anyway , the food is good , the price is right and they have a decent wine list .",food,positive
2244,i love their thai noodles with shrimp and chicken and coconut juice is the must !,food,positive
2978,"have recommended the place to friends , always gets good response .",anecdotes/miscellaneous,positive
868,we have been to montparnasse many times and return often for good reason .,anecdotes/miscellaneous,positive
563,i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,ambience,negative
1213,i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,service,negative
194,"i have tried to make reservations , but both times , the hostess did n't have my name .",service,negative
870,"in addition , the food is very good and the prices are reasonable .",price,positive
512,"took my mom for mother 's day , and the maitre d ' was pretty rude .",anecdotes/miscellaneous,negative
2610,coming from boston this place is like emma 's pizza in kendall square in cambridge ( although they have more funky toppings ! ),anecdotes/miscellaneous,neutral
2850,"the food was amazing , the service was so attentive and personable , and how about that ambience !",food,positive
3597,"i have never eaten in the restaurant , however , upon reading the reviews i got take out last week .",anecdotes/miscellaneous,neutral
291,i loved it and will be back soon .,anecdotes/miscellaneous,positive
3692,"but do n't ever order bacon late at nite ( either platter or in sandwiches , for that matter do n't from any take out place ) as it is from the morning frying turns out hard almost like bacon , hurt my molars .",food,negative
3256,and comparing it to the chinatown restaurants is simply not fair .,anecdotes/miscellaneous,neutral
3514,never again !,anecdotes/miscellaneous,negative
1065,nothing fancy but really good food with pretty reasonable price .,food,positive
407,the sushi seemed pretty fresh and was adequately proportioned .,food,positive
1989,"the second you walk through the heavy vault like door , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime .",ambience,positive
2107,"i 've been to this monster sushi twice , the 46th st once , the 23rd st one a number of times .",anecdotes/miscellaneous,neutral
83,reasonable prices .,price,positive
3119,i would definitely recommend mary 's and am making it one of my regular neighborhood haunts .,anecdotes/miscellaneous,positive
2710,nice find .,anecdotes/miscellaneous,positive
1331,why make a reservation if you are n't going to keep it ?,service,negative
2498,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,food,positive
3123,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,service,negative
3342,i wish they would change back to what it was before .,anecdotes/miscellaneous,negative
3685,"overall , not worth the money .",price,negative
2205,the food is usually good but it certainly is n't a relaxing place to go .,food,positive
3056,"however , go for the ambience , and consider the food just a companion for a trip across the world !",ambience,positive
954,after passing by this restaurant for sometime i finally decided to go in and have dinner .,anecdotes/miscellaneous,neutral
1501,"not someplace i would seek to try out but if i am in the area again , i will certainly stop by .",anecdotes/miscellaneous,neutral
2582,"no more reservations , expensive tips and annoying stuff .",service,positive
2157,"growing up in ny , i have eaten my share of bagels .",anecdotes/miscellaneous,neutral
836,"besides , we were on vacation !",anecdotes/miscellaneous,neutral
1469,the pizza is yummy and i like the atmoshpere .,food,positive
1910,"the food is expensive , but worth every bite .",food,positive
1808,"however , it 's the service that leaves a bad taste in my mouth .",service,negative
3057,look elsewhere .,anecdotes/miscellaneous,negative
221,my wife and i were in nyc celebrating our 30th anniversary .,anecdotes/miscellaneous,neutral
879,bon appettite ! !,anecdotes/miscellaneous,positive
1319,"the most annoying thing , though , is the fact that the servers seem to be trained to drive revenue .",service,negative
709,"what is even better , is that the prices are very affordable as well , and the food is really good .",food,positive
2392,"spice is great thai food , love the inexpensive appetizers .",food,positive
1191,knowledge of the chef and the waitress are below average .,service,negative
3381,"in fact , two people could really share one plate .",food,positive
1769,love yuka .,anecdotes/miscellaneous,positive
3534,"all the money went into the interior decoration , none of it went to the chefs .",ambience,positive
3106,"however , i do not understand the extraordinary hype about this restaurant .",anecdotes/miscellaneous,negative
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",ambience,positive
3136,from an english speaking staff .,anecdotes/miscellaneous,neutral
3339,"go to any corned indian restaurant , and the little india strip along east 6 st rules supreme !",anecdotes/miscellaneous,positive
2703,will absolutely visit again .,anecdotes/miscellaneous,positive
2369,delicious .,food,positive
2663,it is so easy to get a reservation at a top place in nyc with a week 's notice .,anecdotes/miscellaneous,positive
686,i 've been there three times and have always had wonderful experiences .,anecdotes/miscellaneous,positive
1549,lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for four dollars .,price,positive
705,"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",price,positive
825,"pricey , but worth a try , at least once .",anecdotes/miscellaneous,positive
3383,"plus , on wednesday nights the house wine is unlimited !",food,positive
1756,the price very reasonable .,price,positive
2787,try the lorgnette appetizer .,food,positive
3639,we also had shared a house salad that was fresh .,food,positive
2415,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",food,positive
2148,they all know you .,service,positive
2989,we did n't get drink refills and she did n't even offer us the option of dessert .,service,negative
3334,definite go if you 're used to good indian restaurant food from abroad .,food,positive
1182,"the food is very good for it 's price , better than most fried dumplings i 've had .",food,positive
2413,"an excellent alternative to fast food joints and ordering in but , the food was slightly disappointing .",anecdotes/miscellaneous,positive
1195,the sushi is average and the prices are anything but .,price,negative
1316,"the food is o.k. , but not any better than what you get at a good neighborhood restaurant .",food,neutral
1239,i recommend ordering in on a weeknight .,anecdotes/miscellaneous,positive
3102,the drinks are amazing and half off till 8pm .,food,positive
3429,went here last night and had a pleasant experience .,anecdotes/miscellaneous,positive
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",ambience,positive
109,"i have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgin olive oil .",food,positive
3701,"late nite omelets are not good here , there is no variety !",food,negative
2112,i went there with my friend last saturday .,anecdotes/miscellaneous,neutral
1652,"otherwise , this place has great service and prices and a nice friendly atmosphere .",service,positive
2251,i was very impressed by this low-key upper eastsider and their authentically thai cuisine ! ! !,ambience,positive
1031,"you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",ambience,positive
2983,"nice atmosphere , the service was very pleasant and the desert was good .",service,positive
765,sushi was n't anything spectacular for the price .,price,negative
3017,"i am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and i was still hungry after my visit to this place !",food,negative
2038,the food was boring and expensive .,price,negative
1457,"my wife and i will usually only order one primi and one secondi and split them , as they tend to offer large portions .",food,positive
217,my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,anecdotes/miscellaneous,positive
2263,we went around 9:30 on a friday and it had died down a bit by then so the service was great !,service,positive
2639,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",food,positive
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",food,positive
3230,"the seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",food,positive
1861,so my husband made up an excuse so we can leave .,anecdotes/miscellaneous,negative
2974,"the steak tartare is a great bet , they fix it for you at the table .",food,positive
2675,check it out,anecdotes/miscellaneous,positive
300,my friend ordered some of their special sushi rolls which had excellent presentation and tasted great !,food,positive
3015,"after we got our sashimi order , i could not believe how small the portions were !",food,negative
2365,someone else recommended the dessert - we also left that .,food,negative
736,this place is a great stop for great food .,food,positive
351,try sushi mi cucumber roll .,food,positive
3625,such nice people working here - but i have to review the food .,food,neutral
882,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",ambience,positive
704,"try the pad thai , it 's fabulous and their prices are so cheap !",food,positive
76,i just read mo caramel 's review and felt compelled to respond .,anecdotes/miscellaneous,neutral
2809,this place is worth an one-hour drive .,anecdotes/miscellaneous,positive
1904,"i did n't complain , i liked the atmosphere so much .",ambience,positive
1007,they do n't walk around with the trays of dim sum .,ambience,positive
1015,a cool place to hang with your friends for a couple of healthy drinks and desserts .,ambience,positive
461,friendly staff that actually lets you enjoy your meal and the company you 're with .,service,positive
874,"i went at 6:00 pm specifically for the pre-theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",price,positive
1322,one of the best chicken tikka masala .,food,positive
2146,"the staff makes you feel at home , the food is great and the atmosphere is wonderful !",service,positive
2716,they also do a great job for restaurant week .,anecdotes/miscellaneous,positive
1428,i went there for lunch and it was not as good as i expected from the reviews i read .,anecdotes/miscellaneous,negative
2627,"the ambience was nice , but service was n't so great .",service,negative
62,( always ask the bartender for the seasonal beer ! ! !,food,positive
3602,"no , really .",anecdotes/miscellaneous,neutral
2087,just bring someone who speaks cantonese because waiter may not understand you .,service,negative
7,"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",service,negative
3554,"if this happens , just ask for real naan .",anecdotes/miscellaneous,neutral
597,"seriously , this place kicks ass .",anecdotes/miscellaneous,positive
2851,"it 's like you are transported to the italian countryside , very romantic and filled with antiques .",ambience,positive
904,i in all reality felt as if i had just gotten off air france and was in the 8th district in paris .,ambience,positive
723,i came here for my friend 's birthday and keep coming back ever since .,anecdotes/miscellaneous,positive
3667,"but when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .",service,positive
2105,"a few tips : skip the turnip cake , roast pork buns and egg custards .",food,negative
1928,we were very pleasantly surprised .,anecdotes/miscellaneous,positive
598,"the atmosphere is unheralded , the service impecible , and the food magnificant .",ambience,positive
271,these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible .,food,positive
2666,overall a disappointing experience for that price category .,anecdotes/miscellaneous,negative
1659,i have never before eaten 40 pieces of relatively good nigiri .,food,neutral
2166,they were served warm and had a soft fluffy interior .,food,positive
721,"from the street it looks very hidden , and is actually an old warehouse .",anecdotes/miscellaneous,neutral
3069,go for it !,anecdotes/miscellaneous,positive
2147,i recommend this place to everyone who asks me where to go for a good meal .,anecdotes/miscellaneous,positive
2890,sapphire is the only indian restaurant i go to when i 'm in nyc .,anecdotes/miscellaneous,positive
2033,"if you love wine and cheese and delicious french fare , you 'll love artisanal !",food,positive
2381,"but warning : to all those that use this site be weary , be very weary of recommendations .",anecdotes/miscellaneous,negative
433,vt is what baby pizzas hope to be when they grow up .,anecdotes/miscellaneous,positive
211,service and food is what any one would expect when spending that type of money .,service,neutral
295,everything that happened was not even up to mediocre .,anecdotes/miscellaneous,negative
928,i care more about the food and ambience .,food,neutral
3058,go only if you are already in the neighborhood and do n't want to bother going farther for a better place .,anecdotes/miscellaneous,negative
3379,"if you live in upper manhattan , siam square is the place for thia food .",anecdotes/miscellaneous,positive
1667,i 've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food .,anecdotes/miscellaneous,neutral
760,"for asian fusion , there are many places further downtown .",anecdotes/miscellaneous,neutral
3378,tell them herky sent you and get a free confused look from the waiter .,anecdotes/miscellaneous,neutral
2042,not worth the prices .,price,negative
3242,"it was huge , delicious , fresh , and will be the reason we return .",food,positive
1674,"went there last night for 2 year anniversery , and was n't all that impressed .",anecdotes/miscellaneous,negative
505,"even better , they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it .",food,positive
2627,"the ambience was nice , but service was n't so great .",ambience,positive
2539,the bar has various selections and the mixed drink special is a catcher ! 2 for 1 's .,food,positive
1759,we got most of it back at home with us .,anecdotes/miscellaneous,neutral
377,we were a group of 8 and well seved .,anecdotes/miscellaneous,neutral
3199,too large for just two people but nothing was left .,food,positive
2704,maybe tomorrow ; - ),anecdotes/miscellaneous,neutral
1973,"the overall price tag was very very expensive , something i did expect .",price,negative
2121,indoor was very cozy and cute .,ambience,positive
1379,"to me it exemplifies soho , cute , artsy , interesting .",ambience,positive
2491,"aside from the rushed service , we were very impressed with the food and the drinks .",food,positive
2803,"if you like Saragossa but you feel it 's too much , you 'd better try Yokohama .",anecdotes/miscellaneous,neutral
429,"for authentic thai food , look no further than toons .",food,positive
966,"the prices can not be beat for the quality , quantity , freshness and taste .",food,positive
489,katz 's has been a nyc original for over 100 years .,anecdotes/miscellaneous,positive
3141,the service is a little scatty at times but all is forgiven when the food arrives .,food,positive
248,"okay , so i never write but there does n't seem to fair balance of positive to negative reviews concerning green bo and it 's time to speak up - i live in chinatown .",anecdotes/miscellaneous,neutral
1747,wait staff is blatantly unappreciative of your business but its the best pie on the uws !,food,positive
1096,this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .,ambience,positive
1415,"disappointing food , lousy service .",food,negative
1556,"the one up front will smile and say what can i get for you , brother ?",service,neutral
508,frites were delicious if a bit on the thick side .,food,positive
1926,went to village last night for my birthday .,anecdotes/miscellaneous,neutral
1386,"the food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic thai cuisine .",food,positive
1987,"on the other hand , if you are not fooled easily , you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse , and food that will outshine in presentaion , taste , choice , quality and quantity .",food,negative
2968,"nice ambiance , nice little bar , good bartender , francois , and good service .",ambience,positive
2226,the price was extremely reasonable for the appetizers and food we ate .,price,positive
2038,the food was boring and expensive .,food,negative
1126,but i would n't wan na live there .,anecdotes/miscellaneous,neutral
1781,i must give it yon out of yon stars !,anecdotes/miscellaneous,positive
742,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,ambience,positive
2012,"while we thoroughly enjoyed the food , it was annoying to scream across the table for conversation .",ambience,negative
924,with the theater 2 blocks away we had a delicious meal in a beautiful room .,food,positive
990,its not the same if you have to sit inside .,ambience,neutral
1649,this place has realy fresh sushi and a nice large menu of japanese classic cuisine .,food,positive
2993,delicious simple food in nice outdoor atmosphere .,ambience,positive
3370,the pizza is delicious and the proprietor is one of the nicest in nyc .,service,positive
1670,"yes , there might be a wait if you have no reservations .",service,negative
3168,"better than the bagel shop on the corner , but not worth going out of your way for , in my opinion .",anecdotes/miscellaneous,negative
1339,went for a late weekday lunch .,anecdotes/miscellaneous,neutral
2995,i really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,food,positive
891,the food itself was just ok - nothing spectacular - but the service was awful .,service,negative
3355,"- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but i thought a bit overpriced .",food,positive
2647,patroon features a nice cigar bar and has great staff .,ambience,positive
127,the noodle and rices dishes taste great .,food,positive
968,"top spot in town for vietnamese classics , better than places that cost a lot more .",food,positive
1372,service was also horrible and the ambience is not that great .,service,negative
306,the banana tower is an amazing dessert as well .,food,positive
2437,amazing !,anecdotes/miscellaneous,positive
1031,"you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",food,positive
2961,"fresh , authentic , french cuisine in substantial portions .",food,positive
1326,they treated us well and the food was extremely fresh and well-prepared .,food,positive
488,i would have gotten some cole slaw and a knish if my stomach had more space .,food,positive
497,i knew upon visiting nyc that i wanted to try an orginal deli .,anecdotes/miscellaneous,neutral
2245,"i was in love with posturing on 48th , but compared to suan it is slow in service and overpriced .",price,negative
1550,"it 's constantly open , catering to the pakistani cabbies lined up on crosby st. , so there 's more turnover with the food than you 'd expect ( i.e. , surprisingly fresh ) .",ambience,positive
2008,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,food,positive
2560,this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the slit .,anecdotes/miscellaneous,positive
979,the service is descent even when this small place is packed .,service,positive
2662,unbelievable .,anecdotes/miscellaneous,positive
2456,my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal .,food,negative
1551,"since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .",ambience,negative
1542,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,food,negative
2798,it helps if you know what to order .,anecdotes/miscellaneous,neutral
25,great for large groups and celebrations - our super happy waiter was the entertainment of the evening .,anecdotes/miscellaneous,positive
1845,"however , service was as plain as sesame crusted salmon i had .",food,neutral
3477,joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,food,positive
278,i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch .,food,neutral
1459,"the eggplant parmesan is also great , and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce .",anecdotes/miscellaneous,positive
3434,"oh , and the complimentary pudding dessert was just enough yummy !",food,positive
1632,"still , any quibbles about the bill were off-set by the pour your own measures of liquers which were courtesey of the house ...",food,positive
2849,all i can say is wow !,anecdotes/miscellaneous,positive
2897,"while sapphire is certainly not lacking in ambiance , and probably has the best decor of any indian restaurant i have been to in new york city , the food was not what i had hoped for .",food,negative
3576,our friends have not arrived yet .,anecdotes/miscellaneous,neutral
2959,they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for ?,ambience,positive
1114,from the moment you enter till the moment you walk out the friendly and helpful staff was was just fantastic .,service,positive
1542,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,service,negative
925,the service was attentive .,service,positive
395,the sake menu should not be overlooked !,food,positive
1596,"our son loves pizza and we have a certified neapolitan pizzaria in our home city ( seattle ) , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .",anecdotes/miscellaneous,positive
1638,the prices are exceptionally reasonable for food of this caliber .,food,positive
1459,"the eggplant parmesan is also great , and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce .",food,positive
1493,"the owner is very friendly and a great guy , go try his pizza , you 'll like it !",service,positive
2089,"excellent dumplings served amid clean , chic decor .",food,positive
151,"however , if you want great food at a great price and do n't mind the decor , you ca n't beat this place .",price,positive
166,"yet paired with such rude service , would never recommend for anyone interested in carrying any kind of conversation while there .",service,negative
1570,"the food however , is what one might expect .",food,neutral
1631,the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,food,positive
3045,all pretty good .,anecdotes/miscellaneous,positive
2115,"but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .",food,negative
1344,a touch more jalapeno heat for contrast and it would have been very good indeed .,food,positive
3534,"all the money went into the interior decoration , none of it went to the chefs .",food,negative
1363,this food is asian air fusion .,food,neutral
1318,"it can not be the ambience , because the place is very cramped and some guests have to sit in an aisle .",ambience,negative
2611,best reuben sandwich ever !,food,positive
2774,service is not what one would expect from a joint in this price category .,service,negative
766,the dim sum however was very good .,food,positive
2624,i thought this place was totally overrated .,anecdotes/miscellaneous,negative
211,service and food is what any one would expect when spending that type of money .,food,neutral
2827,"the food was below average , the service was pathetic , there was no ambience at all .",ambience,negative
448,"because of the delicate thin crust , take-out pies get soggy in their boxes .",food,negative
385,i really liked this place .,anecdotes/miscellaneous,positive
1580,the staff was the friendliest that have seen in new york .,service,positive
2126,very good service and very good prices .,price,positive
3479,and everytime i go there 's a bunch of drunk idiots making a scene out front .,ambience,negative
695,ca n't wait wait for my next visit .,anecdotes/miscellaneous,positive
3188,went there for an office lunch .,anecdotes/miscellaneous,neutral
3332,"however , in the summer of 2003 , it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup .",service,neutral
3092,try the tandoori salmon !,food,positive
1231,pick a bagel has the best bagels in the city .,food,positive
834,a bit breezy up there on the mezzanine from the wind coming from the tracks .,ambience,negative
3126,save yourself the time and trouble and skip this one !,anecdotes/miscellaneous,negative
1930,"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",service,positive
1205,this is the best sushi in new york city - hands down .,food,positive
1031,"you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",service,negative
1138,the only thing i moderately enjoyed was their grilled chicken special with edamame puree .,food,neutral
2053,overall a oh ya even though there is waiting it is deff worth it,service,negative
1278,the pizza is good though .,food,positive
3417,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .",anecdotes/miscellaneous,neutral
1398,"delicious food , excellent service , and a pretty atmosphere make this a great choice for dinner and the $ 5.99 lunch buffet makes it an even better choice for lunch !",service,positive
799,"the food was just ok , i would never go back .",food,neutral
1240,"apparently , the good cook works then .",food,positive
2806,"as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .",anecdotes/miscellaneous,positive
3417,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .",food,negative
2949,it was tiny and i felt like i was eating in someone 's living room .,ambience,negative
751,i 'm going back .,anecdotes/miscellaneous,positive
3563,we were in search of food and stumbled on this block of indian restaurants on east sixth street .,anecdotes/miscellaneous,neutral
280,the food is delicious and beautifully prepared along with the friendly and personable service .,food,positive
339,the sushi was awful !,food,negative
798,something about them being busy with holiday party 's .,anecdotes/miscellaneous,negative
2568,check it out .,anecdotes/miscellaneous,positive
1965,"like others have said , do n't expect the restaurant to make a nite out romantic for you and yes , a busy restaurant may require you to wait .",service,negative
192,i have been to casimir over 5 times and i have always had a great time there .,anecdotes/miscellaneous,positive
1953,bring your appetites .,anecdotes/miscellaneous,neutral
3328,"its not curry in a slurry crap , and regular run of the mill food .",food,neutral
2577,fine dining restaurant quality .,food,positive
54,heartland brewery is a great way to start or finish your day .,anecdotes/miscellaneous,positive
1438,"if you want americanized chinese food with your usual watery , generic white sauce , this is your place .",anecdotes/miscellaneous,negative
2035,"waiters tend to forget drinks completely , food portions are so tiny , two people have trouble sharing one entree .",service,negative
2144,hurley 's is terrific !,anecdotes/miscellaneous,positive
3561,i 've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants .,anecdotes/miscellaneous,positive
2165,the bagel was huge .,food,positive
1187,"alone for 100 bucks , it is really overprice .",price,negative
233,service was good and food is wonderful .,service,positive
2928,problem is nothing at prune is particularly memorable .,anecdotes/miscellaneous,negative
2385,i 've been coming here as a child and always come back for the taste .,food,positive
1566,"just straight up cheap , good food .",price,positive
2037,"this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .",anecdotes/miscellaneous,negative
532,cheese plate is a varied delight and great bargain at $ 10 .,price,positive
1296,they charge different prices all the time .,price,negative
2653,the menu prices are a bit expensive for what you get in quality and portion size .,food,negative
2238,i recently tried suan and i thought that it was great .,anecdotes/miscellaneous,positive
1145,i try my best to give an accurate description of any establishment visited .,anecdotes/miscellaneous,neutral
619,"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .",anecdotes/miscellaneous,positive
3511,"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",service,negative
1148,"not only would i not recommend jimmy 's restaurants to friends , i would strongly suggest they go anywhere but .",anecdotes/miscellaneous,negative
3421,"probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",ambience,neutral
1655,"not the greatest sushi place , but excellent for a $ 19.95 all you can eat .",food,neutral
340,the rice was poor quality and was cooked so badly it was hard .,food,negative
1881,enjoy !,anecdotes/miscellaneous,positive
475,katz 's deli is a great ny experience .,anecdotes/miscellaneous,positive
3590,"great food , lt 's of it , more then one person can eat !",food,positive
